Comment,Likes,Category
தமிழ் படம் நிறைய வந்து இருக்கு. இருந்தாலும் நான் நேற்று திரும்பவும் இந்த படம் குடும்பதுடன் சென்று பார்த்தோம். 15 நாள் முன்னாடி இதே படம் பார்த்தேன்.😭😭😭😭 ரொம்ப சந்தோஷமா இருக்கு இந்த படம் எத்தனை முறை பார்த்தாலும்🤗🤗... தமிழ் சினிமாவில் சாமி படம் வந்து 10 வருடம் ஆகி இருக்கும் போல😢😢😢 ஜாதி படங்கள் மட்டும் வருது😢😢😢 அறைத்த மாவை அறைகிறார்கள் 😢😢😢 அதன் ஏக்கம் தான் இந்த படம் 😭😭😭😭😭 மீண்டும் மீண்டும் பார்க்க வேண்டும் என நினைக்கிறேன்,1,Neutral
I like this song in the Tamil versions more than others...🥰🥰🥰,6,Neutral
heros writing and singing songs ruined this kind of songs,0,Neutral
singara siruku vibe song..❤❤,0,Neutral
Addicted 🥰🥰🥰,0,Neutral
Loop mode meterial ❤,4,Neutral
Madhan karky❤,0,Neutral
Amazing song ❤,0,Positive
Tamil movies kuda ivlo azhaga tamil ah lyrics la use panna matranga... Thank you lyrics writer of this song 🙏🏻,7,Neutral
"இன்னும் இன்னும் இன்னும் வேண்டுமே 

என எனதிதழ் உனதுடல் தீண்டுமே",0,Neutral
"Kantara(2022) - He semmandha azhage ❤

Kantara chapter 1 - This song❤

Thank you Ajaneesh to make these masterpiece with great singers and lyricist",5,Positive
"Literally the same as Ponniyin selvan (costumes, sceneries, etc) 😄",0,Neutral
❤❤❤melting 🫠 ❤❤Vera level feeling this song❤music super,1,Positive
Nice song,1,Positive
2:38 mass voice and lyrics,26,Positive
திரும்ப திரும்ப கேட்கிறேன் ❤❤,13,Neutral
வெளிச்சமா இருக்குனு மின்மினி பூச்சி பின்னாடி போகாதிங்க தொலைஞ்சி போயிடுவிங்க,111,Neutral
Both kantara have the best Love portraits elevation song ever❤,1,Positive
Tamil song super❤,0,Positive
"Intha song tamil lyrics Avalo azhaga iruku,",4,Neutral
Mesmerizing🎉❤,0,Neutral
"தீம் தனன தீம், தீம் தனன தீம்


தீம் தனன தீம், தீம் தனன தீம்

ததரி தரி தநி 

ததரி ததரி ததரி தா.....

வேங்குழலில் இழைந்தாயடி என் காதையே 

மென் மயங்கி கிடந்தேனடி என் போதையே 

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே  

தீண்டா ஏக்கம் விரிந்தாட

வேங்குழலில் இழைந்தாயடி என் காதையே.. 

மென் மயங்கி கிடந்தேனடி என் போதையே...

துரும்பென இளைத்திவள் உருமாற 

விருந்தாக எனை பரிமாற 


கருங்கனி சுவை இதில் உயிர் ஊர 

துறந்தேனே நானும் வெறியேர

நீ இன்னும் இன்னும் இன்னும் இன்னும் வேண்டுமே 

என எனதிதழ் உனதுடல் தீண்டுமே

 

உன இடை அணியெத பூண்டுமே 

நீ இறங்கிட இருதயம் தூண்டுமே

இறங்காதேறேனோ உயிராய் மாறேனோ 

வலி தாங்காயோ பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே

தீண்டா ஏக்கம் விரிந்தாட

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....

இவன் ❤💙 செல்வா ❤️💙",1,Neutral
Theatre experience of this song was ❤❤❤❤,2,Neutral
எல்லா மொழிகளிலும் இந்த பாடல் கேட்டாலும் தமிழ் மொழியில் ஆஆஆஆஆஆ மிகச் சிறப்பு❤❤❤❤❤❤,62,Neutral
Waiting for this song only🎉,0,Neutral
இந்த பட்டு தியேட்டரில் பார்க்கும் போது மிகவும் அருமையாக இருந்தது..,6,Neutral
என்  சிவபெருமானுக்கு ஈடு ஏதும் ஏதும்,1,Neutral
"""All that glitters are not Gold"" proverb proven in this Film",1,Neutral
"Lord shiva never agitated by any women other than mohini who is vishnu himself,he is such a perfect yogi..,here same they replicated , though kankavathi is so much beautiful berme not fallen for her,but he believed,when everyone is expected chewing after chewing princess and normal man loving and story goes behind,but this is complete masterpiece..""All that glitters are not gold"" perfect example kankavathi",0,Positive
❤,1,Neutral
❤❤❤,2,Neutral
1:26 chinmayi......🥰🔥,25,Neutral
2:48 ❤❤,14,Neutral
Awsome presentation,2,Neutral
Am I the only one who felt malayalam version is better?,1,Question
Actor Manikandan voice dub was perfect ❤,1,Positive
சூப்பர் சாங்  ஐலைக் யூ சாங,1,Neutral
2.11 ultimate 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,2,Neutral
Madan karky should be celebrated but namba avaruku support pana matrom !,3,Suggestion
Tamil people giving support to this movie like bahubali .,51,Neutral
Tamil version lyrics awesome heart melting lines.... Recently addicted ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,3,Positive
Eagerly Waiting for this one song 🎶🤌🏻❤️💎...,1,Neutral
"தீம் தனன தீம், தீம் தனன தீம்

ததரி தரி தநி 

ததரி ததரி ததரி தா.....

வேங்குழலில் இழைந்தாயடி என் காதையே 

மென் மயங்கி கிடந்தேனடி என் போதையே 

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே  

தீண்டா ஏக்கம் விரிந்தாட

வேங்குழலில் இழைந்தாயடி என் காதையே.. 

மென் மயங்கி கிடந்தேனடி என் போதையே...

துரும்பென இளைத்திவள் உருமாற 

விருந்தாக எனை பரிமாற 


கருங்கனி சுவை இதில் உயிர் ஊர 

துறந்தேனே நானும் வெறியேர

நீ இன்னும் இன்னும் இன்னும் வேண்டுமே 

என எனதிதழ் உனதுடல் தீண்டுமே

 

உன இடை அணியெத பூண்டுமே 

நீ இறங்கிட இருதயம் தூண்டுமே

இறங்காதேறேனோ உயிராய் மாறேனோ 

வலி தாங்காயோ பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே

தீண்டா ஏக்கம் விரிந்தாட

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....",0,Neutral
❤❤❤ My most favvvv,0,Neutral
Tamil version high pitch is better. Other 3 languages little bit flat i guess,2,Neutral
காந்தாரா அத்தியாயம் 1 மாபெரும் திரைப்படம்... இந்த தீபாவளி அன்று திரையரங்குகளில் கண்டு மகிழ்ச்சி அடைந்தேன்... Rishab shetty மற்றும் rukmini vasanth அவர்களின் நடிப்பு vera level வில்லதி வில்லி ருக்கு ❤❤❤,0,Positive
This goes straight into my playlist.. such a masterpiece❤,3,Neutral
"Just addicted to this song 
Tamil version is melting 😊😊",7,Neutral
இந்த பாடல் கேட்க ரொம்ப அருமையாக இருக்கும் இசை ❤,2,Neutral
after a long wait finally my favourite song is released ❤❤❤❤❤❤❤,1,Neutral
Indha amma valiya poi avan kita vilugara apove nenachen villangam Iruku nu,0,Neutral
Chinmayi ❤❤❤,1,Neutral
Don't trust girl 😭,0,Neutral
Amazing movie,1,Positive
"Fact like this songs and lyrics hard to find in direct tamil movies🎉 kudos to the composer, lyricist and singers❤",0,Neutral
This song is very nice. The Tamil version is very good. The music of Ajaneesh Loknath was superb and Hero Rishabh Shetty was very handsome and marvelous and Heroine Rukmini Vasanth was very nice and graceful. Singer Chinmayi's voice was beautiful and soothing. Lyricist Karky's lyrics were so good and perfect.,2,Positive
Na irukenla 😂 nethanama elathukum kaaranam😢,0,Neutral
Whole song is good ✨️ but these parts 1:25 and 2:40 ❤️‍🔥😍,1,Positive
Indha song ku thaanga wait pannittu irudnhan 🤩😍,0,Neutral
this song is struck in my mind,0,Neutral
Rukmini❤,0,Neutral
"உலகே பொய்யடி , கனவே(நீ மட்டும் )மெய்யடி ...  
நீ மட்டும் மெய்யடி எழுதி இருக்கலாம் ‌ ஆனா அந்த பொண்ணு கூட மெய் இல்லை. அதனால் வரிகளை அப்படி எழுதி இருக்காங்க",0,Neutral
Theatre experience was!!🔥🔥❣,0,Neutral
much waited song,1,Neutral
Set bgm❤️😍,0,Neutral
Song lyrics chattunu puriyadha maari irukkum but 02.04 la irundhu lyrics a uththu paatha ithu aairaththila orvan la vara reemasan song mari oru kavarchi song than ana andha kavarachi a madhan lyrics la kaamchurukkaru,0,Neutral
Song lyrics chattunu puriyadha maari irukkum but 02.04 la irundhu lyrics a uththu paatha ithu aairaththila orvan la vara reemasan song mari oru kavarchi song than ana andha kavarachi a madhan lyrics la kaamchurukkaru,0,Neutral
2025 deepavali song,0,Neutral
This song ku than waiting ✨❤️,0,Neutral
Blockbuster movie,1,Neutral
Vera level music🥺❤️‍🩹🥰,0,Positive
❤❤❤ அழகுணர்ச்சி மிகுந்த பாடல் ❤❤❤ தமிழின் அழகு❤❤❤,0,Neutral
Suggest..my favourite list❤,0,Neutral
My favourite part 1:25,0,Neutral
2:55 this image was amazing 🫶🏻 wow!! Butt this love is not truee😩...,42,Positive
Lyrics: madhan karky ❤,0,Neutral
"K S Harishankar's voice...✨❤All versions are good, but tamil hits hard... Love youhh frm Kerala🤗💗",81,Positive
❤❤❤❤❤❤❤❤❤❤❤❤,0,Neutral
Ma recent fav❤,0,Neutral
"Lyrics &  video,music 🔥",0,Neutral
Tamil version liked ❤❤❤,6,Neutral
MADAN KARKY LYRICS R CLASSIC ❤❤❤❤❤❤❤❤❤❤❤,0,Neutral
Example for beautiful 🤗 but dangerous 💀,1,Positive
First half rukku ☺️ second half rukku 👿💀📈,2,Neutral
This song with Dolby Atmos ❤️‍🔥💥,0,Neutral
Tamil version was excellent,4,Positive
mani voice❤,0,Neutral
1:29,0,Neutral
❤,0,Neutral
Loop mode uhh💥,2,Neutral
Watched this movie 3x in theatre just to experience this masterpiece 😩,0,Neutral
"Must watch in theatre🍁🍂🔥

Rare price chettiyaar ❤",5,Neutral
My favorite❤️❤️❤️❤️❤️,0,Neutral
😍🥰😘🔥,1,Neutral
My 🫴favourite ✨song 💞,1,Neutral
Wow what great song 🎵 whole album was amazing.,1,Positive
"Waited for this track 0:16
Came for this",2,Neutral
Favorite song now ❤❤❤❤😍,0,Neutral
0:17😢,0,Neutral
Butt this part0:9,0,Neutral
Harisankar's voice.. Ufff 😍❤️🔥🔥,19,Neutral
Malayalam version 📈🔥🔥,0,Neutral
Loop mode❤,0,Neutral
Music making music beautiful,0,Positive
Nowadays tamil dubbed songs are so beautiful to hear than original versions of any languages. Also tamil movie songs are nothing in front of  tamil dubbed songs,89,Positive
🫴❤️,0,Neutral
Tamil version 🗿,0,Neutral
Waited for this song ❤bgm melts ❤️❤️,1,Neutral
Yoo evolo naal try panne theriyuma intha song theatre la pathutu ....😢😢,2,Neutral
she looks too much beautiful in this dress,0,Positive
கேட்டுகிட்டே இருக்குனும் போல இருக்கு💕💕💕💕💕,0,Neutral
Chinmayi ❤❤❤,2,Neutral
One of the best and beautiful melody song with historical instruments.. of the entire cinema decade.🍃🍃🍃❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥♥️♥️♥️🤌🏻🪔,0,Positive
Movie watch 2 time in theatre,0,Neutral
"Singara sirye was amazing❤, now it's mesmerizing 💕",0,Positive
Hearing for 50th time addicted to music ❤,0,Neutral
2:11 I ascended to heaven that part is absolutely soulful,1,Neutral
Tamil version is just perfect !!!,274,Positive
"தீம் தனன தீம், தீம் தனன தீம்


தீம் தனன தீம், தீம் தனன தீம்

ததரி தரி தநி 

ததரி ததரி ததரி தா.....

வேங்குழலில் இழைந்தாயடி என் காதையே 

மென் மயங்கி கிடந்தேனடி என் போதையே 

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே  

தீண்டா ஏக்கம் விரிந்தாட

வேங்குழலில் இழைந்தாயடி என் காதையே.. 

மென் மயங்கி கிடந்தேனடி என் போதையே...

துரும்பென இளைத்திவள் உருமாற 

விருந்தாக எனை பரிமாற 


கருங்கனி சுவை இதில் உயிர் ஊர 

துறந்தேனே நானும் வெறியேர

நீ இன்னும் இன்னும் இன்னும் வேண்டுமே 

என எனதிதழ் உனதுடல் தீண்டுமே

 

உன இடை அணியெத பூண்டுமே 

நீ இறங்கிட இருதயம் தூண்டுமே

இறங்காதேறேனோ உயிராய் மாறேனோ 

வலி தாங்காயோ பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே

தீண்டா ஏக்கம் விரிந்தாட

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....",189,Neutral
Visual and theatre treat ❤❤❤,0,Neutral
2:37 💕,1,Neutral
"Tamil version is best of all versions ❤ can't change my opinion heared in 3 languages, wow choosing of words kaadhai , visumbu school books ku aprm ippodha kekran indha words and dialogues and screenplay awesome repeated mode la playing and theatre experience awesome",14,Positive
Supper move visuval supper,0,Neutral
Song so nice 👍🏻,0,Positive
National Crush Rukku 💖💖💖,0,Neutral
Theatre experience 🥶,50,Neutral
Hari Shankar voice 🥺❤🎉,0,Neutral
Hair mari iruku intha movie 😂😂😂😂.. overrated,3,Neutral
Happy diwali ✨,0,Neutral
😍❤️,0,Neutral
Hi8😢🎉😂,0,Neutral
"""ईश्वर का मधुबन, जय कांतारा.""
         'शुभ दीपावली'",0,Neutral
Ipo Vara tamil songs orginal la vida intha songs lyrics semma 🔥,24,Positive
Songs yarum pakala  only nama rukhmini 😜,0,Neutral
Malayalam and kannada ❤️,0,Neutral
Kannada and Tamil version are  just wow😍❤️,5,Neutral
recently addicted ❤❤❤,0,Neutral
Again diwali ku theatre la paaka povom 🎉,0,Neutral
2.47,0,Neutral
தமிழ் மொழியில் கவிதை எழுதியதற்கு அருமை😮,2,Neutral
goosbumbs in theater what a music romance lines videograpy ❤❤❤❤❤❤,0,Neutral
❤❤❤❤❤,0,Neutral
Nice song🎉🎉🎉🎉,0,Positive
New addiction ❤,0,Neutral
Madan karky one of the finest lyricist,2,Neutral
Feel the experience in Dolby Atmos🫠🫡,1,Neutral
Magic,0,Neutral
Excellent ❤❤,0,Positive
Tamil Version of this song is the most beautiful 😍,60,Positive
Chinmayi magic😅,4,Neutral
Saw this movie last night and i have to say man it is pure goosebumps,0,Neutral
Theatre Experience💗😭,0,Neutral
Blast of 2025 ❤,0,Neutral
❤❤❤,0,Neutral
For this only.. Second time movie ku pona,0,Neutral
It's a magical music nd voice❤,0,Neutral
Theatre experience 😻😻🎇🎇,0,Neutral
This song remembers Kannukkul yetho ...kanukkul yetho .....from Thiruvilaiyadal Arambam flim ....❤❤❤❤❤❤❤,0,Neutral
"Im kannadiga, But Tamil singer voice and feel of this tamil version  is Vera level.
🎉❤🎉",865,Positive
"Rukku vibes 😊😊😊, wow ❤❤❤",0,Neutral
1:26 💆🏻💓🌊,0,Neutral
"This song is either 💎 or ☀️.
Amazing 🤩 song",1,Positive
Finally,1,Neutral
❤❤❤❤,0,Neutral
Kuzhandhai roobathil koduran nu solluvaangaley andha maathiri thaan last 30 mins varaikkum ivala villi nu nenaikka mudiyatha alavukku nadichirupaa lastla kazhutha orey thiruppu 😂😂😂,3,Neutral
Beauty is dangerous 😂💯,16,Neutral
Ii pattu evdo ketta pole arkelum thonio?? 😂,1,Question
This song in theater experience was amazing ❤😭,0,Positive
Theatre experience ❤❤❤❤,0,Neutral
Kantara 2second time pakkanum,0,Neutral
இந்த காதல் உண்மையாக இருந்து விட கூடாதா என ஏங்க வைத்து விட்டது இந்த பாடல்,45,Neutral
Recently fav and addicted🎶♥️🫶,0,Neutral
No one is mentioning male singer,0,Neutral
Wowwww,1,Neutral
"""உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்""
Rukmini vasanth ❤️😩😭🫠",0,Neutral
Chinmayi mam voice is very beautiful ❤❤❤❤❤,18,Positive
Nice song ❤,0,Positive
❤,0,Neutral
I am eagarly waiting for this song,0,Neutral
"தியேட்டரில் இந்த பாடலை கேட்டு விட்டு,  வீட்டில் வந்து கேட்டால் அதிக வித்தியாசம் 😂
Dolby Atmos",64,Neutral
My favorite songs ❤😮,0,Neutral
"வேங்குழலில் இழைந்தாயடி என் காதையே 

மென் மயங்கி கிடந்தேனடி என் போதையே 

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே  

தீண்டா ஏக்கம் விரிந்தாட

வேங்குழலில் இழைந்தாயடி என் காதையே.. 

மென் மயங்கி கிடந்தேனடி என் போதையே...

துரும்பென இளைத்திவள் உருமாற 

விருந்தாக எனை பரிமாற 

கருங்கனி சுவை இதில் உயிர் ஊர 

துறந்தேனே நானும் வெறியேர

நீ இன்னும் இன்னும் இன்னும் வேண்டுமே 

என எனதிதழ் உனதுடல் தீண்டுமே

 

உன இடை அணியெத பூண்டுமே 

நீ இறங்கிட இருதயம் தூண்டுமே

இறங்காதேறேனோ உயிராய் மாறேனோ 

வலி தாங்காயோ பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே

தீண்டா ஏக்கம் விரிந்தாட

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....",1,Neutral
Late a comment pannuren 🥲 but idhukumelayum comment Pannama irukka mudiyala pa 🤧 ippadi oru movie and songs nijama namba mudiyala 🥲 unmaya salute to the director and all actors 🫡. Idhu movie kum mela 🤧..  First time oru movie a again again paka thonudhu 😢 idhoda 3🤧 times pathuten😂 again pakanum. Songs ketalum end Panna mudiyala ye 😂. 🫡🫡🫡🫡🫡 ❤❤❤❤❤❤❤❤❤❤❤❤❤,0,Neutral
I think that string comes at 0.17 is sarangi....that portion hearing in theater is 💜💙💚♥️🧡❤️💛👍👌👏👑,0,Neutral
Hearing this song in theatre is lovely ❤❤❤❤❤❤,0,Neutral
MANIKANDAN VOICE.....NO CHANCE ....👍👌👏👑,0,Neutral
Chinmayi voice mind blowing.....Harisankar voice mesmerizing ❤❤❤❤🎉,277,Neutral
Amazing song❤❤,0,Positive
I heard this song more than 1000 times ❤❤❤❤,1,Neutral
This song❤❤❤❤  theatre experience was sooooo sooooo excellent ❤❤❤ I seen 3times this movie.. but still I experienced that as hearing first time,0,Positive
🪄,0,Neutral
Theatre experience ❤ it was heaven 🎉,0,Neutral
❤❤❤❤❤❤❤❤❤❤❤,0,Neutral
Rukmini fans button ❤,0,Neutral
Bgm.... 👼💞🙏🥰🥰🥰🥰💋💖💖💖💖💖💖💖,0,Neutral
Most impressed song in this movie lov u Rukmani vasnath ❤,0,Neutral
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,1,Neutral
💓🙏🏻💕,1,Neutral
Loop📈😌✨,0,Neutral
Reminds me of PS…..movie and the costume for her . Beauty queen…a star is born .,1,Neutral
Finally released...audio kooda ithana naal release pannama kaya vechiteengale boss,1,Neutral
Feel the lyrics ❤🫰💘✨,2,Neutral
Finallyyy the song is out 🎉🎉🎉🎉waiting for this since I watched the song in theatre,0,Neutral
Theatre experience ❤,0,Neutral
Every other beauty fades when she is in the frame.Rukmini fans assemble ❤,6,Neutral
enakum aasaiya Iruku unga ishavara poonthotam pakanum nu inda dialogue ipa dhaana puriyudhu😂,30,Neutral
All are watching rukmini vasanth 😂😂😂,0,Neutral
Please add the rebel video song,0,Suggestion
love it🙃,0,Neutral
Intha song name theriyama ivlo naal wait panren,0,Neutral
Wait panidu iruthan ❤,0,Neutral
Rukku ❤❤❤,0,Neutral
Thanks lord & universe .....,1,Neutral
It so romantic 😊❤,0,Neutral
Today morning only searched this video song....God have accepted my Request 😊,0,Neutral
#SilambarasanTR ❤,0,Neutral
In kannada it is more good proud to be kannadathi,4,Positive
Most awaited song 🎶❤️👀..,1,Neutral
"In Theatre this song awesome,",0,Positive
Raksha olaf blf 🎉,1,Neutral
Music sema voice super,0,Positive
1:26 & 2:40 portion ❤ ❤theatre experience 🔥 use headphones,0,Neutral
❤❤❤❤,0,Neutral
0:16 ❤❤❤,0,Neutral
❤,0,Neutral
❤🫶🏻,0,Neutral
This song audio uploading bro,0,Neutral
1:27 i felt this portion is better in malayalam version,0,Neutral
Kantara chapter 1 diwali winner,0,Neutral
"வேங்குழலில் இழைந்தாயடி
என் காதையே
மென்மயங்கிக் கிடந்தேனடி
என் போதையே!
வேலன்றறுத்திடும் விழிகள்
இரண்டில் நீ தாக்கினாய்- உந்தன் 
மார்பை இருக்கிடும் துணியால்
எனை நீ கைதாக்கினாய்
உலகே பொய்யடி
கனவே மெய்யடி
அதில் வாழ்வோமா பூங்கோதையே!

தீயென்று எறியும் காடொன்றில்
கீச்சாக் கிளிகள் உறவாட
நீண்டே விரியும் விசும்பென்றே
தீண்டா ஏக்கம் விரிந்தாட

வேங்குழலில் இழைந்தாயடி
என் காதையே
மென்மயங்கிக் கிடந்தேனடி
என் போதையே!

துரும்பென இழைத்திவள் உருமாற
விருந்தாக எனை பரிமாற
கருங்கணி சுவையினில் உயிர் ஊற
துறந்தேனே நானம் வெறியேற
நீ இன்னும் இன்னும் இன்னும் இன்னும் வேண்டுமே
என எனதிதழ் உனதுடல் தீண்டுமே
ஏ உனை இடையணி என பூண்டுமே
நீ இறங்கிட இருதயம் தூண்டுமே
இறங்காதேரனோ
உயிராய் மாறேனோ
வலித்தாங்காயோ பூங்கோதையே!

தீயென்று எறியும் காடொன்றில்
கீச்சாக் கிளிகள் உறவாட 
நீண்டே விரியும் விசும்பென்றே
தீண்டா ஏக்கம் விரிந்தாட

வேலன்றறுத்திடும் விழிகள்
இரண்டில் நீ தாக்கினாய்- உந்தன் 
மார்பை இருக்கிடும் துணியால்
எனை நீ கைதாக்கினாய்
உலகே பொய்யடி
கனவே மெய்யடி
அதில் வாழ்வோமா பூங்கோதையே!",0,Neutral
Extraordinary lovely lyrics. And Rukmani vasanth looksssss beautiful.,1,Positive
❤❤❤❤❤❤❤,0,Neutral
Wonderfull song❤,0,Positive
The most beautiful & melodic song 🎉,0,Positive
1:26 portion 🤍🎀blisss,0,Neutral
Melted at every seconds,0,Neutral
3:20 ❤,0,Neutral
Got addicted after watching the movie.. Tamil lyrics and voice Melting.... pure bliss ❤🤩,1,Neutral
"At first I liked Kannada version
But Tamil lyrics is ❤🔥
Just feels like honey dripping 

Sad that we don't have such lyrics now in Tamil Cinema",44,Neutral
"இந்த தீபாவளிக்கு dude, diesel, bison 3 தமிழ் படம் வந்திருக்கு ஆனா என் மனசு மறுபடியும் காந்தாரா படம் போய் தியேட்டர்ல பாக்கணும்னு தோணுது. ❤☺️",1698,Neutral
"These days, my favourite film is Kantara, my favourite songs all the songs in kantara, my favourite hero Rishabh Shetty. 

I never imagined I’d become such a big fan of him, especially since I only discovered him through Kantara",5,Neutral
she's stunnning😍😍,0,Neutral
Chinmayi 💜💜@2:05,7,Neutral
1 week aa video song thedite irunthen.... Something special close to my heart melting bgm❤️💥🥺,4,Neutral
My fav 💚,0,Neutral
❤❤❤❤❤❤❤Rukmini ❤❤❤❤❤❤❤,1,Neutral
1:25 ❤❤❤❤❤❤❤❤❤❤❤❤❤❤,3,Neutral
"Reshab shetty is not a director, not a hero He is a full package movie.",0,Neutral
❤Latest Most Favourite Song ❤,1,Neutral
Rishab Shetty sir Respect Button 🔥🙏❤️,3,Neutral
This tamil version very nostalgic for me,4,Neutral
Fake love 😂,0,Neutral
Recently addicted ❤ 🎧🎵,0,Neutral
"I have heard this song in all the languages. Tamil language is the best fit, melts in ears.......",16,Positive
You are simply rocking!  Your voice is like diamond fixed on a golden ornament ❤🎉,1,Neutral
"Our people said the right thing, this tamil version is something different ❤🤯",67,Neutral
Tamil Version is the Best.... ❤❤❤❤❤Love you Rishab Shetty Nanbaaaaa🎉🎉❤❤❤,2,Positive
💎❤️,0,Neutral
Theatre experience😍❤️,2,Neutral
Kannadiga ❤2025,0,Neutral
Thiss is soooo perfectttttt...😫😭💓✨,0,Positive
Waiting for song i really love song,0,Neutral
Rukmini twist vacha paarunga 🎉❤,1,Neutral
Love the bgm ❤,0,Neutral
Chinmayi takes this song to a different level,6,Neutral
Ketta udane pidichitu indha song theatre la 🫠🫠,0,Neutral
👌🏿,0,Neutral
After watching movie... I search this song every side ... But kidaikala 😊 ipo kidachachuru,1,Neutral
Heroineku love song pottatha pathiruken aana villiku love song potatha ippathan pakuren😂😂😂😂😂.,83,Neutral
Loved❤ ❤❤❤❤❤,0,Neutral
Innum uyarangil yethaatte❤,0,Neutral
திடீரென்று ருக்மணி தமிழ்நாடு ரசிகர்களாக மாறியவர்களின்  சார்பாக வாழ்த்துக்கள்,26,Neutral
Master Piece 😍,1,Neutral
Soooper  aaittund mone,0,Neutral
Entha song ku wait panna❤❤❤❤❤❤,0,Neutral
❤❤,0,Neutral
Finally the wait is over,0,Neutral
Wait for this song,0,Neutral
❤a,0,Neutral
Finally The video song is released. This was the most awaited song ever!!!!❤😊,12,Neutral
Enna mari velaipadu❤️😭one of the best dubbed song recently,3,Question
This song lyrics makes everyone blush😂i hope tamizh is the best version...The visuals and background of this song is amazing❤,0,Positive
வேலென்றருத்திடும்‌ விழிகள் இரண்டில் நீ தாக்கினாய்.....,12,Neutral
"Never seen beautiful coastal set ,great cinematography ...fantastic song",0,Positive
I am from Maharashtra my language Marathi. I like south see all traditional song...❤❤❤ I doesn't understand this song but tone and song nice...,2,Positive
Ship fighting scene is amazing,0,Positive
One of my favourite Life time settlement song❤,0,Neutral
இதுக்காக waiting 🥰,0,Neutral
1:40  🔁 mode,0,Neutral
